id,name,city,state,category,tags,price,duration_hours,rating,latitude,longitude,linked_place_id,near_place_name,popularity_score,image_url
A076,Manikarnika Heritage Walk,Varanasi,Uttar Pradesh,cultural,"ghat,rituals,history,guide",300,1,4.3,25.3119,83.0097,P076,Manikarnika Ghat,74
A077,BHU Campus and Temple Tour,Varanasi,Uttar Pradesh,sightseeing,"campus,temple,walks,culture",0,1.5,4.4,25.2679,82.9915,P077,Banaras Hindu University,70
A078,Tulsi Manas Temple Visit,Varanasi,Uttar Pradesh,cultural,"temple,spiritual,quiet,heritage",0,1,4.4,25.2958,82.9967,P078,Tulsi Manas Temple,69
A079,Varanasi Silk Shopping Trail,Varanasi,Uttar Pradesh,shopping,"silk,shopping,market,local",0,2,4.3,25.3174,82.9892,P079,Chunar Sandstone Lane Market,71
A080,Raj Ghat Sunrise Photo Stop,Varanasi,Uttar Pradesh,sightseeing,"sunrise,river-view,photography,quiet",0,1,4.2,25.3242,83.0152,P080,Raj Ghat Bridge Viewpoint,63
A081,Fort Kochi Sunset Walk,Kochi,Kerala,sightseeing,"beach,walks,sunset,fort-kochi",0,1.5,4.3,9.9669,76.2385,P081,Fort Kochi Beach,78
A082,Chinese Nets Photo Experience,Kochi,Kerala,sightseeing,"photography,coastal,iconic,harbour",0,1,4.4,9.9664,76.2405,P082,Chinese Fishing Nets,82
A083,Mattancherry Palace History Tour,Kochi,Kerala,cultural,"palace,museum,history,heritage",0,1.5,4.3,9.9585,76.2597,P083,Mattancherry Palace,74
A084,Paradesi Synagogue Heritage Stop,Kochi,Kerala,cultural,"synagogue,heritage,jew-town,history",10,1,4.4,9.9577,76.2600,P084,Paradesi Synagogue,73
A085,Jew Town Antique Shopping,Kochi,Kerala,shopping,"antiques,shopping,market,heritage",0,2,4.4,9.9572,76.2592,P085,Jew Town,77
A086,Marine Drive Evening Cruise,Kochi,Kerala,entertainment,"cruise,waterfront,sunset,city",900,1.5,4.5,9.9818,76.2752,P086,Marine Drive Kochi,84
A087,St. Francis Church Visit,Kochi,Kerala,cultural,"church,history,colonial,fort-kochi",0,1,4.2,9.9650,76.2424,P087,St. Francis Church,68
A088,Folklore Museum Cultural Tour,Kochi,Kerala,cultural,"museum,folk-art,heritage,learning",200,2,4.5,9.9318,76.2983,P088,Kerala Folklore Museum,76
A089,Cherai Beach Relaxed Day,Kochi,Kerala,sightseeing,"beach,relaxed,family,day-trip",0,3,4.4,10.1430,76.1783,P089,Cherai Beach,75
A090,Hill Palace Museum Walk,Kochi,Kerala,cultural,"museum,palace,history,artifacts",30,2,4.4,9.9450,76.3558,P090,Hill Palace Museum,70
A091,Taj Mahal Sunrise Tour,Agra,Uttar Pradesh,sightseeing,"sunrise,monument,photography,iconic",50,3,4.9,27.1753,78.0423,P091,Taj Mahal,99
A092,Agra Fort Guided Walk,Agra,Uttar Pradesh,cultural,"fort,history,guide,unesco",300,2.5,4.7,27.1797,78.0213,P092,Agra Fort,90
A093,Mehtab Bagh Sunset View,Agra,Uttar Pradesh,sightseeing,"garden,sunset,taj-view,photography",25,1.5,4.5,27.1799,78.0418,P093,Mehtab Bagh,81
A094,Fatehpur Sikri Day Excursion,Agra,Uttar Pradesh,cultural,"unesco,day-trip,history,architecture",900,4,4.6,27.0947,77.6680,P094,Fatehpur Sikri,86
A095,Itmad-ud-Daulah Photo Walk,Agra,Uttar Pradesh,sightseeing,"tomb,photography,marble,heritage",30,1.5,4.4,27.1928,78.0317,P095,Itmad-ud-Daulah Tomb,76
A096,Kinari Bazaar Shopping Trail,Agra,Uttar Pradesh,shopping,"market,shopping,leather,marble-inlay",0,1.5,4.2,27.1839,78.0148,P096,Kinari Bazaar,67
A097,Akbar's Tomb Heritage Visit,Agra,Uttar Pradesh,cultural,"tomb,history,gardens,architecture",30,2,4.3,27.2208,77.9510,P097,Akbar's Tomb Sikandra,71
A098,Jama Masjid Old City Stop,Agra,Uttar Pradesh,cultural,"mosque,old-city,heritage,spiritual",0,1,4.3,27.1831,78.0152,P098,Jama Masjid Agra,64
A099,Taj Nature Walk Birding Trail,Agra,Uttar Pradesh,wellness,"nature,walks,birding,quiet",50,1.5,4.2,27.1697,78.0482,P099,Taj Nature Walk,61
A100,Anguri Bagh Garden Stroll,Agra,Uttar Pradesh,sightseeing,"garden,fort,quiet,heritage",0,1,4.1,27.1792,78.0219,P100,Anguri Bagh,58
A101,Vadodara Food Walk,Vadodara,Generated Region,food,"food,street,local",900.0,2.0,4.2,32.52,77.81,P321,Vadodara Heritage Quarter,75
A102,Vadodara Guided City Tour,Vadodara,Generated Region,sightseeing,"culture,city-tour,local",1200.0,3.0,4.3,32.532,77.816,P322,Vadodara Central Market,80
A103,Vadodara Evening Market Stroll,Vadodara,Generated Region,shopping,"market,shopping,evening",0.0,1.5,4.5,32.544,77.822,P323,Vadodara City Lakefront,85
A104,Vadodara Cultural Performance,Vadodara,Generated Region,culture,"culture,music,evening",1500.0,2.5,4.6,32.556,77.828,P324,Vadodara Museum of Local Culture,90
